"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 16:11:43 GMT 2022","Sun Jul 03 16:11:43 GMT 2022","339","","TestMyTranslation","","TestMyTranslation","deleteMyTranslation","deleteMyTranslation()",""
"passed","Sun Jul 03 16:11:43 GMT 2022","Sun Jul 03 16:11:43 GMT 2022","341","","TestMusics","","TestMusics","addNewMusic","addNewMusic()",""
"passed","Sun Jul 03 16:11:38 GMT 2022","Sun Jul 03 16:11:39 GMT 2022","1703","","TestLogout","","TestLogout","successfulLogout","successfulLogout()",""
"passed","Sun Jul 03 16:11:39 GMT 2022","Sun Jul 03 16:11:40 GMT 2022","362","","TestArtists","","TestArtists","addArtistsRepeatedly","[2] BTOB, Cube",""
"broken","Sun Jul 03 16:11:44 GMT 2022","Sun Jul 03 16:12:16 GMT 2022","31885","","TestLogin","","TestLogin","displayFailedLoginMessage","displayFailedLoginMessage()",""
"passed","Sun Jul 03 16:12:28 GMT 2022","Sun Jul 03 16:12:28 GMT 2022","336","","TestHome","","TestHome","collectDataFromHomepage","collectDataFromHomepage()",""
"passed","Sun Jul 03 16:11:40 GMT 2022","Sun Jul 03 16:11:41 GMT 2022","363","","TestArtists","","TestArtists","addArtistsRepeatedly","[4] Pentagon, Cube",""
"passed","Sun Jul 03 16:12:25 GMT 2022","Sun Jul 03 16:12:28 GMT 2022","2253","","TestRegistration","","TestRegistration","unsuccessfulRegistration","Sikertelen regisztráció","Már regisztrált felhasználónévvel és email címmel történő regisztráció a DT-12 alapján"
"passed","Sun Jul 03 16:11:40 GMT 2022","Sun Jul 03 16:11:40 GMT 2022","347","","TestArtists","","TestArtists","addArtistsRepeatedly","[3] Winner, YG",""
"passed","Sun Jul 03 16:11:38 GMT 2022","Sun Jul 03 16:11:39 GMT 2022","1583","","TestArtists","","TestArtists","addArtistsRepeatedly","[1] iKON, YG",""
"passed","Sun Jul 03 16:12:18 GMT 2022","Sun Jul 03 16:12:25 GMT 2022","7508","","TestRegistration","","TestRegistration","successfulRegistration","Sikeres regisztráció","Sikeres regisztráció, mivel mindegyik beviteli mező valid adatot tartalmaz (DT-1 alapján)"
"passed","Sun Jul 03 16:11:41 GMT 2022","Sun Jul 03 16:11:42 GMT 2022","338","","TestArtists","","TestArtists","addArtistsRepeatedly","[7] GOT7, JYP",""
"passed","Sun Jul 03 16:11:43 GMT 2022","Sun Jul 03 16:11:44 GMT 2022","335","","TestMusics","","TestMusics","modifyMusicDetails","modifyMusicDetails()",""
"passed","Sun Jul 03 16:11:42 GMT 2022","Sun Jul 03 16:11:42 GMT 2022","348","","TestArtists","","TestArtists","addArtistsRepeatedly","[8] CLC, Cube",""
"passed","Sun Jul 03 16:11:42 GMT 2022","Sun Jul 03 16:11:43 GMT 2022","325","","TestArtists","","TestArtists","addArtistsRepeatedly","[10] ONEUS, RBW Entertainment",""
"passed","Sun Jul 03 16:11:41 GMT 2022","Sun Jul 03 16:11:41 GMT 2022","354","","TestArtists","","TestArtists","addArtistsRepeatedly","[6] (G)I-dle, Cube",""
"passed","Sun Jul 03 16:11:41 GMT 2022","Sun Jul 03 16:11:41 GMT 2022","330","","TestArtists","","TestArtists","addArtistsRepeatedly","[5] Treasure, YG",""
"passed","Sun Jul 03 16:12:28 GMT 2022","Sun Jul 03 16:12:28 GMT 2022","340","","TestEntertainments","","TestEntertainments","verifyThatAllEntertainmentsAreDisplayed","verifyThatAllEntertainmentsAreDisplayed()",""
"passed","Sun Jul 03 16:11:42 GMT 2022","Sun Jul 03 16:11:42 GMT 2022","331","","TestArtists","","TestArtists","addArtistsRepeatedly","[9] DAY6, JYP",""
"passed","Sun Jul 03 16:11:44 GMT 2022","Sun Jul 03 16:11:44 GMT 2022","352","","TestAlbums","","TestAlbums","checkingPaginationNextButton","checkingPaginationNextButton()",""
"passed","Sun Jul 03 16:12:16 GMT 2022","Sun Jul 03 16:12:18 GMT 2022","1839","","TestLogin","","TestLogin","correctFailedLoginMessage","correctFailedLoginMessage()",""
